# Time (s),Altitude (m),Vertical velocity (m/s),Drag coefficient (),Air density (g/cm³),Mach number (),Reference area (cm²)
12.715,1997.4954,121.0985,0.4782,0.001,0.3689,124.6898
12.7175,1997.7981,121.0628,0.4782,0.001,0.3688,124.6898
12.72,1998.1007,121.0271,0.4782,0.001,0.3687,124.6898
12.7225,1998.4032,120.9914,0.4782,0.001,0.3686,124.6898
12.725,1998.7057,120.9557,0.4782,0.001,0.3685,124.6898
12.7275,1999.008,120.92,0.4781,0.001,0.3684,124.6898
12.73,1999.3103,120.8843,0.4781,0.001,0.3683,124.6898
12.7325,1999.6124,120.8486,0.4781,0.001,0.3682,124.6898
12.735,1999.9145,120.8129,0.4781,0.001,0.3681,124.6898
12.7375,2000.2165,120.7772,0.4781,0.001,0.3679,124.6898
12.74,2000.5184,120.7415,0.4781,0.001,0.3678,124.6898
12.7425,2000.8202,120.7059,0.4781,0.001,0.3677,124.6898
12.745,2001.1219,120.6702,0.478,0.001,0.3676,124.6898
12.7475,2001.4236,120.6345,0.478,0.001,0.3675,124.6898
12.75,2001.7251,120.5989,0.478,0.001,0.3674,124.6898
12.7525,2002.0266,120.5632,0.478,0.001,0.3673,124.6898
12.755,2002.3279,120.5275,0.478,0.001,0.3672,124.6898
12.7575,2002.6292,120.4919,0.478,0.001,0.3671,124.6898
12.76,2002.9304,120.4563,0.4779,0.001,0.367,124.6898
12.7625,2003.2315,120.4206,0.4779,0.001,0.3669,124.6898
12.765,2003.5325,120.385,0.4779,0.001,0.3668,124.6898
12.7675,2003.8334,120.3494,0.4779,0.001,0.3667,124.6898
12.77,2004.1342,120.3138,0.4779,0.001,0.3666,124.6898
12.7725,2004.435,120.2782,0.4779,0.001,0.3665,124.6898
12.775,2004.7356,120.2427,0.4778,0.001,0.3664,124.6898
12.7775,2005.0362,120.2071,0.4778,0.001,0.3663,124.6898
12.78,2005.3367,120.1715,0.4778,0.001,0.3662,124.6898
12.7825,2005.637,120.136,0.4778,0.001,0.3661,124.6898
12.785,2005.9373,120.1004,0.4778,0.001,0.366,124.6898
12.7875,2006.2375,120.0649,0.4778,0.001,0.3659,124.6898
12.79,2006.5377,120.0294,0.4778,0.001,0.3658,124.6898
12.7925,2006.8377,119.9938,0.4777,0.001,0.3657,124.6898
12.795,2007.1376,119.9583,0.4777,0.001,0.3656,124.6898
12.7975,2007.4375,119.9228,0.4777,0.001,0.3655,124.6898
12.8,2007.7372,119.8874,0.4777,0.001,0.3654,124.6898
12.8025,2008.0369,119.8519,0.4777,0.001,0.3653,124.6898
12.805,2008.3365,119.8164,0.4777,0.001,0.3652,124.6898
12.8075,2008.636,119.7809,0.4776,0.001,0.3651,124.6898
12.81,2008.9354,119.7454,0.4776,0.001,0.365,124.6898
12.8125,2009.2347,119.71,0.4776,0.001,0.3648,124.6898
12.815,2009.534,119.6745,0.4776,0.001,0.3647,124.6898
12.8175,2009.8331,119.639,0.4776,0.001,0.3646,124.6898
12.82,2010.1321,119.6036,0.4776,0.001,0.3645,124.6898
12.8225,2010.4311,119.5681,0.4776,0.001,0.3644,124.6898
12.825,2010.73,119.5327,0.4775,0.001,0.3643,124.6898
12.8275,2011.0288,119.4972,0.4775,0.001,0.3642,124.6898
12.83,2011.3275,119.4618,0.4775,0.001,0.3641,124.6898
12.8325,2011.6261,119.4264,0.4775,0.001,0.364,124.6898
12.835,2011.9246,119.3909,0.4775,0.001,0.3639,124.6898
12.8375,2012.223,119.3555,0.4775,0.001,0.3638,124.6898
12.84,2012.5214,119.3201,0.4774,0.001,0.3637,124.6898
12.8425,2012.8196,119.2846,0.4774,0.001,0.3636,124.6898
12.845,2013.1178,119.2492,0.4774,0.001,0.3635,124.6898
12.8475,2013.4159,119.2138,0.4774,0.001,0.3633,124.6898
12.85,2013.7139,119.1784,0.4774,0.001,0.3632,124.6898
12.8525,2014.0118,119.143,0.4774,0.001,0.3631,124.6898
12.855,2014.3096,119.1076,0.4773,0.001,0.363,124.6898
12.8575,2014.6073,119.0722,0.4773,0.001,0.3629,124.6898
12.86,2014.905,119.0368,0.4773,0.001,0.3628,124.6898
12.8625,2015.2025,119.0014,0.4773,0.001,0.3627,124.6898
12.865,2015.5,118.9661,0.4773,0.001,0.3626,124.6898
12.8675,2015.7973,118.9307,0.4773,0.001,0.3625,124.6898
12.87,2016.0946,118.8953,0.4773,0.001,0.3624,124.6898
12.8725,2016.3918,118.86,0.4772,0.001,0.3623,124.6898
12.875,2016.6889,118.8246,0.4772,0.001,0.3622,124.6898
12.8775,2016.9859,118.7893,0.4772,0.001,0.3621,124.6898
12.88,2017.2829,118.754,0.4772,0.001,0.362,124.6898
12.8825,2017.5797,118.7187,0.4772,0.001,0.3619,124.6898
12.885,2017.8765,118.6833,0.4772,0.001,0.3618,124.6898
12.8875,2018.1731,118.648,0.4771,0.001,0.3617,124.6898
12.89,2018.4697,118.6127,0.4771,0.001,0.3616,124.6898
12.8925,2018.7662,118.5774,0.4771,0.001,0.3615,124.6898
12.895,2019.0626,118.5421,0.4771,0.001,0.3614,124.6898
12.8975,2019.3589,118.5069,0.4771,0.001,0.3613,124.6898
12.9,2019.6551,118.4716,0.4771,0.001,0.3612,124.6898
12.9025,2019.9512,118.4363,0.4771,0.001,0.3611,124.6898
12.905,2020.2473,118.401,0.477,0.001,0.361,124.6898
12.9075,2020.5433,118.3658,0.477,0.001,0.3609,124.6898
12.91,2020.8391,118.3305,0.477,0.001,0.3608,124.6898
12.9125,2021.1349,118.2953,0.477,0.001,0.3606,124.6898
12.915,2021.4306,118.26,0.477,0.001,0.3605,124.6898
12.9175,2021.7262,118.2248,0.477,0.001,0.3604,124.6898
12.92,2022.0217,118.1895,0.4769,0.001,0.3603,124.6898
12.9225,2022.3172,118.1543,0.4769,0.001,0.3602,124.6898
12.925,2022.6125,118.119,0.4769,0.001,0.3601,124.6898
12.9275,2022.9077,118.0838,0.4769,0.001,0.36,124.6898
12.93,2023.2029,118.0486,0.4769,0.001,0.3599,124.6898
12.9325,2023.498,118.0133,0.4769,0.001,0.3598,124.6898
12.935,2023.793,117.9781,0.4768,0.001,0.3597,124.6898
12.9375,2024.0879,117.9429,0.4768,0.001,0.3596,124.6898
12.94,2024.3827,117.9077,0.4768,0.001,0.3595,124.6898
12.9425,2024.6774,117.8725,0.4768,0.001,0.3594,124.6898
12.945,2024.9721,117.8373,0.4768,0.001,0.3593,124.6898
12.9475,2025.2666,117.8021,0.4768,0.001,0.3591,124.6898
12.95,2025.5611,117.7669,0.4768,0.001,0.359,124.6898
12.9525,2025.8554,117.7317,0.4767,0.001,0.3589,124.6898
12.955,2026.1497,117.6965,0.4767,0.001,0.3588,124.6898
12.9575,2026.4439,117.6613,0.4767,0.001,0.3587,124.6898
12.96,2026.738,117.6261,0.4767,0.001,0.3586,124.6898
12.9625,2027.0321,117.591,0.4767,0.001,0.3585,124.6898
12.965,2027.326,117.5558,0.4767,0.001,0.3584,124.6898
12.9675,2027.6198,117.5206,0.4766,0.001,0.3583,124.6898
12.97,2027.9136,117.4855,0.4766,0.001,0.3582,124.6898
12.9725,2028.2073,117.4504,0.4766,0.001,0.3581,124.6898
12.975,2028.5008,117.4152,0.4766,0.001,0.358,124.6898
12.9775,2028.7943,117.3801,0.4766,0.001,0.3579,124.6898
12.98,2029.0877,117.345,0.4766,0.001,0.3578,124.6898
12.9825,2029.3811,117.3099,0.4766,0.001,0.3577,124.6898
12.985,2029.6743,117.2748,0.4765,0.001,0.3576,124.6898
12.9875,2029.9674,117.2397,0.4765,0.001,0.3575,124.6898
12.99,2030.2605,117.2046,0.4765,0.001,0.3574,124.6898
12.9925,2030.5535,117.1695,0.4765,0.001,0.3573,124.6898
12.995,2030.8463,117.1344,0.4765,0.001,0.3572,124.6898
12.9975,2031.1391,117.0994,0.4765,0.001,0.3571,124.6898
13,2031.4318,117.0643,0.4764,0.001,0.357,124.6898
13.0025,2031.7245,117.0293,0.4764,0.001,0.3569,124.6898
13.005,2032.017,116.9942,0.4764,0.001,0.3568,124.6898
13.0075,2032.3094,116.9592,0.4764,0.001,0.3567,124.6898
13.01,2032.6018,116.9242,0.4764,0.001,0.3565,124.6898
13.0125,2032.894,116.8892,0.4764,0.001,0.3564,124.6898
13.015,2033.1862,116.8542,0.4764,0.001,0.3563,124.6898
13.0175,2033.4783,116.8192,0.4763,0.001,0.3562,124.6898
13.02,2033.7703,116.7842,0.4763,0.001,0.3561,124.6898
13.0225,2034.0622,116.7492,0.4763,0.001,0.356,124.6898
13.025,2034.3541,116.7142,0.4763,0.001,0.3559,124.6898
13.0275,2034.6458,116.6792,0.4763,0.001,0.3558,124.6898
13.03,2034.9375,116.6443,0.4763,0.001,0.3557,124.6898
13.0325,2035.229,116.6093,0.4762,0.001,0.3556,124.6898
13.035,2035.5205,116.5744,0.4762,0.001,0.3555,124.6898
13.0375,2035.8119,116.5395,0.4762,0.001,0.3554,124.6898
13.04,2036.1032,116.5045,0.4762,0.001,0.3553,124.6898
13.0425,2036.3944,116.4696,0.4762,0.001,0.3552,124.6898
13.045,2036.6856,116.4347,0.4762,0.001,0.3551,124.6898
13.0475,2036.9766,116.3998,0.4762,0.001,0.355,124.6898
13.05,2037.2676,116.3649,0.4761,0.001,0.3549,124.6898
13.0525,2037.5584,116.3301,0.4761,0.001,0.3548,124.6898
13.055,2037.8492,116.2952,0.4761,0.001,0.3547,124.6898
13.0575,2038.1399,116.2603,0.4761,0.001,0.3546,124.6898
13.06,2038.4305,116.2255,0.4761,0.001,0.3545,124.6898
13.0625,2038.721,116.1907,0.4761,0.001,0.3544,124.6898
13.065,2039.0115,116.1559,0.4761,0.001,0.3543,124.6898
13.0675,2039.3018,116.121,0.476,0.001,0.3542,124.6898
13.07,2039.5921,116.0862,0.476,0.001,0.3541,124.6898
13.0725,2039.8822,116.0515,0.476,0.001,0.354,124.6898
13.075,2040.1723,116.0167,0.476,0.001,0.3539,124.6898
13.0775,2040.4623,115.9819,0.476,0.001,0.3538,124.6898
13.08,2040.7522,115.9472,0.476,0.001,0.3537,124.6898
13.0825,2041.0421,115.9124,0.476,0.001,0.3536,124.6898
13.085,2041.3318,115.8777,0.4759,0.001,0.3535,124.6898
13.0875,2041.6214,115.843,0.4759,0.001,0.3534,124.6898
13.09,2041.911,115.8083,0.4759,0.001,0.3533,124.6898
13.0925,2042.2005,115.7736,0.4759,0.001,0.3532,124.6898
13.095,2042.4899,115.7389,0.4759,0.001,0.3531,124.6898
13.0975,2042.7792,115.7043,0.4759,0.001,0.353,124.6898
13.1,2043.0684,115.6696,0.4759,0.001,0.3529,124.6898
13.1025,2043.3575,115.6349,0.4758,0.001,0.3528,124.6898
13.105,2043.6466,115.6003,0.4758,0.001,0.3527,124.6898
13.1075,2043.9355,115.5657,0.4758,0.001,0.3526,124.6898
13.11,2044.2244,115.531,0.4758,0.001,0.3525,124.6898
13.1125,2044.5132,115.4964,0.4758,0.001,0.3524,124.6898
13.115,2044.8019,115.4618,0.4758,0.001,0.3523,124.6898
13.1175,2045.0905,115.4272,0.4758,0.001,0.3522,124.6898
13.12,2045.379,115.3926,0.4757,0.001,0.3521,124.6898
13.1225,2045.6675,115.3581,0.4757,0.001,0.352,124.6898
13.125,2045.9558,115.3235,0.4757,0.001,0.3519,124.6898
13.1275,2046.2441,115.2889,0.4757,0.001,0.3518,124.6898
13.13,2046.5323,115.2544,0.4757,0.001,0.3517,124.6898
13.1325,2046.8203,115.2198,0.4757,0.001,0.3516,124.6898
13.135,2047.1084,115.1853,0.4757,0.001,0.3515,124.6898
13.1375,2047.3963,115.1508,0.4756,0.001,0.3514,124.6898
13.14,2047.6841,115.1162,0.4756,0.001,0.3513,124.6898
13.1425,2047.9719,115.0817,0.4756,0.001,0.3512,124.6898
13.145,2048.2595,115.0472,0.4756,0.001,0.3511,124.6898
13.1475,2048.5471,115.0127,0.4756,0.001,0.351,124.6898
13.15,2048.8346,114.9782,0.4756,0.001,0.3509,124.6898
13.1525,2049.122,114.9438,0.4755,0.001,0.3508,124.6898
13.155,2049.4093,114.9093,0.4755,0.001,0.3507,124.6898
13.1575,2049.6965,114.8748,0.4755,0.001,0.3506,124.6898
13.16,2049.9837,114.8404,0.4755,0.001,0.3505,124.6898
13.1625,2050.2707,114.8059,0.4755,0.001,0.3504,124.6898
13.165,2050.5577,114.7715,0.4755,0.001,0.3503,124.6898
13.1675,2050.8446,114.7371,0.4755,0.001,0.3502,124.6898
13.17,2051.1314,114.7027,0.4755,0.001,0.3501,124.6898
13.1725,2051.4181,114.6683,0.4754,0.001,0.35,124.6898
13.175,2051.7047,114.6339,0.4754,0.001,0.3499,124.6898
13.1775,2051.9913,114.5995,0.4754,0.001,0.3498,124.6898
13.18,2052.2777,114.5651,0.4754,0.001,0.3497,124.6898
13.1825,2052.5641,114.5308,0.4754,0.001,0.3496,124.6898
13.185,2052.8504,114.4964,0.4754,0.001,0.3495,124.6898
13.1875,2053.1366,114.4621,0.4754,0.001,0.3494,124.6898
13.19,2053.4227,114.4278,0.4753,0.001,0.3493,124.6898
13.1925,2053.7087,114.3934,0.4753,0.001,0.3492,124.6898
13.195,2053.9947,114.3591,0.4753,0.001,0.3491,124.6898
13.1975,2054.2805,114.3248,0.4753,0.001,0.349,124.6898
13.2,2054.5663,114.2905,0.4753,0.001,0.3489,124.6898
13.2025,2054.852,114.2562,0.4753,0.001,0.3488,124.6898
13.205,2055.1376,114.2219,0.4753,0.001,0.3487,124.6898
13.2075,2055.4231,114.1876,0.4752,0.001,0.3486,124.6898
13.21,2055.7085,114.1534,0.4752,0.001,0.3485,124.6898
13.2125,2055.9938,114.1191,0.4752,0.001,0.3484,124.6898
13.215,2056.2791,114.0848,0.4752,0.001,0.3483,124.6898
13.2175,2056.5643,114.0505,0.4752,0.001,0.3482,124.6898
13.22,2056.8493,114.0162,0.4752,0.001,0.3481,124.6898
13.2225,2057.1343,113.982,0.4752,0.001,0.348,124.6898
13.225,2057.4193,113.9477,0.4751,0.001,0.3479,124.6898
13.2275,2057.7041,113.9134,0.4751,0.001,0.3478,124.6898
13.23,2057.9888,113.8791,0.4751,0.001,0.3477,124.6898
13.2325,2058.2735,113.8449,0.4751,0.001,0.3476,124.6898
13.235,2058.5581,113.8106,0.4751,0.001,0.3475,124.6898
13.2375,2058.8425,113.7763,0.4751,0.001,0.3474,124.6898
13.24,2059.1269,113.7421,0.4751,0.001,0.3473,124.6898
13.2425,2059.4112,113.7078,0.475,0.001,0.3471,124.6898
13.245,2059.6955,113.6735,0.475,0.001,0.347,124.6898
13.2475,2059.9796,113.6393,0.475,0.001,0.3469,124.6898
13.25,2060.2637,113.605,0.475,0.001,0.3468,124.6898
13.2525,2060.5476,113.5707,0.475,0.001,0.3467,124.6898
13.255,2060.8315,113.5365,0.475,0.001,0.3466,124.6898
13.2575,2061.1153,113.5022,0.475,0.001,0.3465,124.6898
13.26,2061.399,113.468,0.4749,0.001,0.3464,124.6898
13.2625,2061.6827,113.4337,0.4749,0.001,0.3463,124.6898
13.265,2061.9662,113.3995,0.4749,0.001,0.3462,124.6898
13.2675,2062.2497,113.3652,0.4749,0.001,0.3461,124.6898
13.27,2062.533,113.331,0.4749,0.001,0.346,124.6898
13.2725,2062.8163,113.2968,0.4749,0.001,0.3459,124.6898
13.275,2063.0995,113.2625,0.4749,0.001,0.3458,124.6898
13.2775,2063.3826,113.2283,0.4748,0.001,0.3457,124.6898
13.28,2063.6657,113.1941,0.4748,0.001,0.3456,124.6898
13.2825,2063.9486,113.1599,0.4748,0.001,0.3455,124.6898
13.285,2064.2315,113.1257,0.4748,0.001,0.3454,124.6898
13.2875,2064.5142,113.0915,0.4748,0.001,0.3453,124.6898
13.29,2064.7969,113.0572,0.4748,0.001,0.3452,124.6898
13.2925,2065.0795,113.023,0.4748,0.001,0.3451,124.6898
13.295,2065.362,112.9888,0.4747,0.001,0.345,124.6898
13.2975,2065.6445,112.9546,0.4747,0.001,0.3449,124.6898
13.3,2065.9268,112.9204,0.4747,0.001,0.3448,124.6898
13.3025,2066.2091,112.8863,0.4747,0.001,0.3447,124.6898
13.305,2066.4912,112.8521,0.4747,0.001,0.3446,124.6898
13.3075,2066.7733,112.8179,0.4747,0.001,0.3445,124.6898
13.31,2067.0553,112.7837,0.4747,0.001,0.3444,124.6898
13.3125,2067.3372,112.7495,0.4746,0.001,0.3443,124.6898
13.315,2067.6191,112.7153,0.4746,0.001,0.3442,124.6898
13.3175,2067.9008,112.6811,0.4746,0.001,0.3441,124.6898
13.32,2068.1825,112.647,0.4746,0.001,0.344,124.6898
13.3225,2068.464,112.6128,0.4746,0.001,0.3439,124.6898
13.325,2068.7455,112.5786,0.4746,0.001,0.3438,124.6898
13.3275,2069.0269,112.5444,0.4746,0.001,0.3437,124.6898
13.33,2069.3083,112.5102,0.4745,0.001,0.3436,124.6898
13.3325,2069.5895,112.4761,0.4745,0.001,0.3435,124.6898
13.335,2069.8706,112.4419,0.4745,0.001,0.3434,124.6898
13.3375,2070.1517,112.4077,0.4745,0.001,0.3433,124.6898
13.34,2070.4327,112.3736,0.4745,0.001,0.3432,124.6898
13.3425,2070.7136,112.3394,0.4745,0.001,0.3431,124.6898
13.345,2070.9944,112.3053,0.4745,0.001,0.343,124.6898
13.3475,2071.2751,112.2711,0.4745,0.001,0.3429,124.6898
13.35,2071.5557,112.2369,0.4744,0.001,0.3428,124.6898
13.3525,2071.8363,112.2028,0.4744,0.001,0.3427,124.6898
13.355,2072.1167,112.1686,0.4744,0.001,0.3426,124.6898
13.3575,2072.3971,112.1345,0.4744,0.001,0.3425,124.6898
13.36,2072.6774,112.1004,0.4744,0.001,0.3424,124.6898
13.3625,2072.9576,112.0662,0.4744,0.001,0.3423,124.6898
13.365,2073.2377,112.0321,0.4744,0.001,0.3422,124.6898
13.3675,2073.5178,111.998,0.4743,0.001,0.3421,124.6898
13.37,2073.7977,111.9638,0.4743,0.001,0.342,124.6898
13.3725,2074.0776,111.9297,0.4743,0.001,0.3419,124.6898
13.375,2074.3574,111.8956,0.4743,0.001,0.3418,124.6898
13.3775,2074.6371,111.8615,0.4743,0.001,0.3417,124.6898
13.38,2074.9167,111.8274,0.4743,0.001,0.3416,124.6898
13.3825,2075.1962,111.7933,0.4743,0.001,0.3415,124.6898
13.385,2075.4757,111.7592,0.4742,0.001,0.3414,124.6898
13.3875,2075.755,111.7251,0.4742,0.001,0.3413,124.6898
13.39,2076.0343,111.6911,0.4742,0.001,0.3412,124.6898
13.3925,2076.3135,111.657,0.4742,0.001,0.3411,124.6898
13.395,2076.5926,111.6229,0.4742,0.001,0.341,124.6898
13.3975,2076.8716,111.5889,0.4742,0.001,0.3409,124.6898
13.4,2077.1505,111.5548,0.4742,0.001,0.3408,124.6898
13.4025,2077.4294,111.5208,0.4742,0.001,0.3407,124.6898
13.405,2077.7081,111.4867,0.4741,0.001,0.3406,124.6898
13.4075,2077.9868,111.4527,0.4741,0.001,0.3404,124.6898
13.41,2078.2654,111.4187,0.4741,0.001,0.3403,124.6898
13.4125,2078.5439,111.3846,0.4741,0.001,0.3402,124.6898
13.415,2078.8223,111.3506,0.4741,0.001,0.3401,124.6898
13.4175,2079.1006,111.3166,0.4741,0.001,0.34,124.6898
13.42,2079.3789,111.2826,0.4741,0.001,0.3399,124.6898
13.4225,2079.6571,111.2486,0.474,0.001,0.3398,124.6898
13.425,2079.9351,111.2146,0.474,0.001,0.3397,124.6898
13.4275,2080.2131,111.1806,0.474,0.001,0.3396,124.6898
13.43,2080.491,111.1466,0.474,0.001,0.3395,124.6898
13.4325,2080.7689,111.1126,0.474,0.001,0.3394,124.6898
13.435,2081.0466,111.0787,0.474,0.001,0.3393,124.6898
13.4375,2081.3243,111.0447,0.474,0.001,0.3392,124.6898
13.44,2081.6018,111.0108,0.4739,0.001,0.3391,124.6898
13.4425,2081.8793,110.9768,0.4739,0.001,0.339,124.6898
13.445,2082.1567,110.9429,0.4739,0.001,0.3389,124.6898
13.4475,2082.434,110.9089,0.4739,0.001,0.3388,124.6898
13.45,2082.7112,110.875,0.4739,0.001,0.3387,124.6898
13.4525,2082.9884,110.8411,0.4739,0.001,0.3386,124.6898
13.455,2083.2655,110.8072,0.4739,0.001,0.3385,124.6898
13.4575,2083.5424,110.7733,0.4739,0.001,0.3384,124.6898
13.46,2083.8193,110.7393,0.4738,0.001,0.3383,124.6898
13.4625,2084.0961,110.7055,0.4738,0.001,0.3382,124.6898
13.465,2084.3728,110.6716,0.4738,0.001,0.3381,124.6898
13.4675,2084.6495,110.6377,0.4738,0.001,0.338,124.6898
13.47,2084.926,110.6038,0.4738,0.001,0.3379,124.6898
13.4725,2085.2025,110.5699,0.4738,0.001,0.3378,124.6898
13.475,2085.4789,110.5361,0.4738,0.001,0.3377,124.6898
13.4775,2085.7552,110.5022,0.4737,0.001,0.3376,124.6898
13.48,2086.0314,110.4683,0.4737,0.001,0.3375,124.6898
13.4825,2086.3075,110.4345,0.4737,0.001,0.3374,124.6898
13.485,2086.5836,110.4006,0.4737,0.001,0.3373,124.6898
13.4875,2086.8595,110.3668,0.4737,0.001,0.3372,124.6898
13.49,2087.1354,110.333,0.4737,0.001,0.3371,124.6898
13.4925,2087.4112,110.2992,0.4737,0.001,0.337,124.6898
13.495,2087.6869,110.2653,0.4736,0.001,0.3369,124.6898
13.4975,2087.9625,110.2315,0.4736,0.001,0.3368,124.6898
13.5,2088.2381,110.1977,0.4736,0.001,0.3367,124.6898
13.5025,2088.5135,110.1639,0.4736,0.001,0.3366,124.6898
13.505,2088.7889,110.1302,0.4736,0.001,0.3365,124.6898
13.5075,2089.0642,110.0964,0.4736,0.001,0.3364,124.6898
13.51,2089.3394,110.0626,0.4736,0.001,0.3363,124.6898
13.5125,2089.6145,110.0289,0.4736,0.001,0.3362,124.6898
13.515,2089.8895,109.9951,0.4735,0.001,0.3361,124.6898
13.5175,2090.1644,109.9614,0.4735,0.001,0.336,124.6898
13.52,2090.4393,109.9277,0.4735,0.001,0.3359,124.6898
13.5225,2090.7141,109.894,0.4735,0.001,0.3358,124.6898
13.525,2090.9888,109.8603,0.4735,0.001,0.3357,124.6898
13.5275,2091.2634,109.8266,0.4735,0.001,0.3356,124.6898
13.53,2091.5379,109.7929,0.4735,0.001,0.3355,124.6898
13.5325,2091.8124,109.7593,0.4734,0.001,0.3354,124.6898
13.535,2092.0867,109.7256,0.4734,0.001,0.3353,124.6898
13.5375,2092.361,109.692,0.4734,0.001,0.3352,124.6898
13.54,2092.6352,109.6583,0.4734,0.001,0.3351,124.6898
13.5425,2092.9093,109.6247,0.4734,0.001,0.335,124.6898
13.545,2093.1833,109.5911,0.4734,0.001,0.3349,124.6898
13.5475,2093.4572,109.5575,0.4734,0.001,0.3348,124.6898
13.55,2093.7311,109.5239,0.4734,0.001,0.3347,124.6898
13.5525,2094.0048,109.4903,0.4733,0.001,0.3346,124.6898
13.555,2094.2785,109.4567,0.4733,0.001,0.3346,124.6898
13.5575,2094.5521,109.4232,0.4733,0.001,0.3345,124.6898
13.56,2094.8256,109.3896,0.4733,0.001,0.3344,124.6898
13.5625,2095.0991,109.3561,0.4733,0.001,0.3343,124.6898
13.565,2095.3724,109.3226,0.4733,0.001,0.3342,124.6898
13.5675,2095.6457,109.2891,0.4733,0.001,0.3341,124.6898
13.57,2095.9189,109.2556,0.4733,0.001,0.334,124.6898
13.5725,2096.192,109.2221,0.4732,0.001,0.3339,124.6898
13.575,2096.465,109.1886,0.4732,0.001,0.3338,124.6898
13.5775,2096.7379,109.1552,0.4732,0.001,0.3337,124.6898
13.58,2097.0108,109.1217,0.4732,0.001,0.3336,124.6898
13.5825,2097.2835,109.0883,0.4732,0.001,0.3335,124.6898
13.585,2097.5562,109.0548,0.4732,0.001,0.3334,124.6898
13.5875,2097.8288,109.0214,0.4732,0.001,0.3333,124.6898
13.59,2098.1013,108.988,0.4732,0.001,0.3332,124.6898
13.5925,2098.3737,108.9546,0.4731,0.001,0.3331,124.6898
13.595,2098.6461,108.9212,0.4731,0.001,0.333,124.6898
13.5975,2098.9183,108.8878,0.4731,0.001,0.3329,124.6898
13.6,2099.1905,108.8545,0.4731,0.001,0.3328,124.6898
13.6025,2099.4626,108.8211,0.4731,0.001,0.3327,124.6898
13.605,2099.7346,108.7878,0.4731,0.001,0.3326,124.6898
13.6075,2100.0066,108.7544,0.4731,0.001,0.3325,124.6898
13.61,2100.2784,108.7211,0.473,0.001,0.3324,124.6898
13.6125,2100.5502,108.6877,0.473,0.001,0.3323,124.6898
13.615,2100.8218,108.6544,0.473,0.001,0.3322,124.6898
13.6175,2101.0934,108.6211,0.473,0.001,0.3321,124.6898
13.62,2101.3649,108.5878,0.473,0.001,0.332,124.6898
13.6225,2101.6364,108.5545,0.473,0.001,0.3319,124.6898
13.625,2101.9077,108.5212,0.473,0.001,0.3318,124.6898
13.6275,2102.179,108.4879,0.473,0.001,0.3317,124.6898
13.63,2102.4502,108.4546,0.4729,0.001,0.3316,124.6898
13.6325,2102.7212,108.4213,0.4729,0.001,0.3315,124.6898
13.635,2102.9923,108.388,0.4729,0.001,0.3314,124.6898
13.6375,2103.2632,108.3547,0.4729,0.001,0.3313,124.6898
13.64,2103.534,108.3214,0.4729,0.001,0.3312,124.6898
13.6425,2103.8048,108.2882,0.4729,0.001,0.3311,124.6898
13.645,2104.0755,108.2549,0.4729,0.001,0.331,124.6898
13.6475,2104.3461,108.2216,0.4728,0.001,0.3309,124.6898
13.65,2104.6166,108.1884,0.4728,0.001,0.3308,124.6898
13.6525,2104.887,108.1551,0.4728,0.001,0.3307,124.6898
13.655,2105.1574,108.1219,0.4728,0.001,0.3306,124.6898
13.6575,2105.4276,108.0887,0.4728,0.001,0.3305,124.6898
13.66,2105.6978,108.0554,0.4728,0.001,0.3304,124.6898
13.6625,2105.9679,108.0222,0.4728,0.001,0.3303,124.6898
13.665,2106.2379,107.989,0.4728,0.001,0.3302,124.6898
13.6675,2106.5078,107.9558,0.4727,0.001,0.3301,124.6898
13.67,2106.7777,107.9226,0.4727,0.001,0.33,124.6898
13.6725,2107.0475,107.8894,0.4727,0.001,0.3299,124.6898
13.675,2107.3171,107.8562,0.4727,0.001,0.3298,124.6898
13.6775,2107.5867,107.823,0.4727,0.001,0.3297,124.6898
13.68,2107.8563,107.7898,0.4727,0.001,0.3296,124.6898
13.6825,2108.1257,107.7567,0.4727,0.001,0.3295,124.6898
13.685,2108.395,107.7235,0.4727,0.001,0.3294,124.6898
13.6875,2108.6643,107.6903,0.4726,0.001,0.3293,124.6898
13.69,2108.9335,107.6572,0.4726,0.001,0.3292,124.6898
13.6925,2109.2026,107.624,0.4726,0.001,0.3291,124.6898
13.695,2109.4716,107.5909,0.4726,0.001,0.329,124.6898
13.6975,2109.7405,107.5577,0.4726,0.001,0.3289,124.6898
13.7,2110.0094,107.5246,0.4726,0.001,0.3288,124.6898
13.7025,2110.2782,107.4915,0.4726,0.001,0.3287,124.6898
13.705,2110.5469,107.4583,0.4725,0.001,0.3286,124.6898
13.7075,2110.8155,107.4252,0.4725,0.001,0.3285,124.6898
13.71,2111.084,107.3921,0.4725,0.001,0.3284,124.6898
13.7125,2111.3524,107.359,0.4725,0.001,0.3283,124.6898
13.715,2111.6208,107.3259,0.4725,0.001,0.3282,124.6898
13.7175,2111.889,107.2928,0.4725,0.001,0.3281,124.6898
13.72,2112.1572,107.2597,0.4725,0.001,0.328,124.6898
13.7225,2112.4253,107.2266,0.4725,0.001,0.3279,124.6898
13.725,2112.6934,107.1935,0.4724,0.001,0.3278,124.6898
13.7275,2112.9613,107.1604,0.4724,0.001,0.3277,124.6898
13.73,2113.2292,107.1273,0.4724,0.001,0.3276,124.6898
13.7325,2113.497,107.0943,0.4724,0.001,0.3275,124.6898
