# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Simulation time step (s)
11.93,1901.7451,133.124,-15.3642,0.0025
11.9325,1902.0779,133.0856,-15.3587,0.0025
11.935,1902.4105,133.0472,-15.3531,0.0025
11.9375,1902.7431,133.0088,-15.3476,0.0025
11.94,1903.0756,132.9705,-15.342,0.0025
11.9425,1903.408,132.9321,-15.3363,0.0025
11.945,1903.7403,132.8938,-15.3307,0.0025
11.9475,1904.0724,132.8555,-15.3251,0.0025
11.95,1904.4045,132.8172,-15.3194,0.0025
11.9525,1904.7365,132.7789,-15.314,0.0025
11.955,1905.0684,132.7406,-15.3086,0.0025
11.9575,1905.4002,132.7023,-15.3031,0.0025
11.96,1905.7319,132.6641,-15.2977,0.0025
11.9625,1906.0635,132.6258,-15.2923,0.0025
11.965,1906.3951,132.5876,-15.2868,0.0025
11.9675,1906.7265,132.5494,-15.2814,0.0025
11.97,1907.0578,132.5112,-15.276,0.0025
11.9725,1907.389,132.473,-15.2706,0.0025
11.975,1907.7202,132.4349,-15.2652,0.0025
11.9775,1908.0512,132.3967,-15.2599,0.0025
11.98,1908.3822,132.3586,-15.2545,0.0025
11.9825,1908.713,132.3204,-15.2492,0.0025
11.985,1909.0438,132.2823,-15.2439,0.0025
11.9875,1909.3744,132.2442,-15.2386,0.0025
11.99,1909.705,132.2061,-15.2333,0.0025
11.9925,1910.0355,132.1681,-15.2281,0.0025
11.995,1910.3658,132.13,-15.2229,0.0025
11.9975,1910.6961,132.0919,-15.2177,0.0025
12,1911.0263,132.0539,-15.2126,0.0025
12.0025,1911.3564,132.0159,-15.2069,0.0025
12.005,1911.6864,131.9779,-15.2013,0.0025
12.0075,1912.0163,131.9399,-15.1957,0.0025
12.01,1912.3461,131.9019,-15.1902,0.0025
12.0125,1912.6758,131.8639,-15.1847,0.0025
12.015,1913.0054,131.826,-15.1792,0.0025
12.0175,1913.3349,131.788,-15.1738,0.0025
12.02,1913.6643,131.7501,-15.1685,0.0025
12.0225,1913.9936,131.7122,-15.1632,0.0025
12.025,1914.3229,131.6743,-15.1579,0.0025
12.0275,1914.652,131.6364,-15.1527,0.0025
12.03,1914.9811,131.5985,-15.1476,0.0025
12.0325,1915.31,131.5607,-15.1425,0.0025
12.035,1915.6389,131.5228,-15.1374,0.0025
12.0375,1915.9676,131.485,-15.1325,0.0025
12.04,1916.2963,131.4471,-15.1276,0.0025
12.0425,1916.6249,131.4093,-15.1227,0.0025
12.045,1916.9533,131.3715,-15.1179,0.0025
12.0475,1917.2817,131.3337,-15.1132,0.0025
12.05,1917.61,131.296,-15.1085,0.0025
12.0525,1917.9382,131.2582,-15.1054,0.0025
12.055,1918.2663,131.2204,-15.1024,0.0025
12.0575,1918.5943,131.1827,-15.0994,0.0025
12.06,1918.9222,131.1449,-15.0965,0.0025
12.0625,1919.25,131.1072,-15.0936,0.0025
12.065,1919.5777,131.0695,-15.0908,0.0025
12.0675,1919.9054,131.0317,-15.088,0.0025
12.07,1920.2329,130.994,-15.0853,0.0025
12.0725,1920.5603,130.9563,-15.0827,0.0025
12.075,1920.8877,130.9186,-15.0801,0.0025
12.0775,1921.2149,130.8809,-15.0775,0.0025
12.08,1921.5421,130.8432,-15.075,0.0025
12.0825,1921.8692,130.8055,-15.0725,0.0025
12.085,1922.1961,130.7679,-15.0701,0.0025
12.0875,1922.523,130.7302,-15.0678,0.0025
12.09,1922.8498,130.6925,-15.0654,0.0025
12.0925,1923.1765,130.6549,-15.0631,0.0025
12.095,1923.503,130.6172,-15.0609,0.0025
12.0975,1923.8295,130.5796,-15.0587,0.0025
12.1,1924.1559,130.5419,-15.0565,0.0025
12.1025,1924.4823,130.5043,-15.0529,0.0025
12.105,1924.8085,130.4667,-15.0492,0.0025
12.1075,1925.1346,130.429,-15.0457,0.0025
12.11,1925.4606,130.3914,-15.0421,0.0025
12.1125,1925.7865,130.3538,-15.0386,0.0025
12.115,1926.1124,130.3162,-15.0352,0.0025
12.1175,1926.4381,130.2786,-15.0317,0.0025
12.12,1926.7638,130.2411,-15.0284,0.0025
12.1225,1927.0893,130.2035,-15.025,0.0025
12.125,1927.4148,130.1659,-15.0217,0.0025
12.1275,1927.7402,130.1284,-15.0185,0.0025
12.13,1928.0654,130.0909,-15.0153,0.0025
12.1325,1928.3906,130.0533,-15.0121,0.0025
12.135,1928.7157,130.0158,-15.009,0.0025
12.1375,1929.0407,129.9783,-15.0059,0.0025
12.14,1929.3656,129.9408,-15.0028,0.0025
12.1425,1929.6904,129.9033,-14.9998,0.0025
12.145,1930.0151,129.8658,-14.9968,0.0025
12.1475,1930.3397,129.8283,-14.9939,0.0025
12.15,1930.6642,129.7908,-14.991,0.0025
12.1525,1930.9887,129.7533,-14.9888,0.0025
12.155,1931.313,129.7159,-14.9867,0.0025
12.1575,1931.6373,129.6784,-14.9845,0.0025
12.16,1931.9614,129.6409,-14.9825,0.0025
12.1625,1932.2855,129.6035,-14.9804,0.0025
12.165,1932.6094,129.566,-14.9784,0.0025
12.1675,1932.9333,129.5286,-14.9764,0.0025
12.17,1933.2571,129.4911,-14.9744,0.0025
12.1725,1933.5807,129.4537,-14.9725,0.0025
12.175,1933.9043,129.4163,-14.9706,0.0025
12.1775,1934.2278,129.3789,-14.9687,0.0025
12.18,1934.5512,129.3414,-14.9668,0.0025
12.1825,1934.8745,129.304,-14.965,0.0025
12.185,1935.1977,129.2666,-14.9631,0.0025
12.1875,1935.5209,129.2292,-14.9613,0.0025
12.19,1935.8439,129.1918,-14.9595,0.0025
12.1925,1936.1668,129.1544,-14.9577,0.0025
12.195,1936.4897,129.117,-14.956,0.0025
12.1975,1936.8124,129.0796,-14.9542,0.0025
12.2,1937.1351,129.0422,-14.9525,0.0025
12.2025,1937.4576,129.0049,-14.9508,0.0025
12.205,1937.7801,128.9675,-14.9491,0.0025
12.2075,1938.1025,128.9301,-14.9475,0.0025
12.21,1938.4247,128.8928,-14.9458,0.0025
12.2125,1938.7469,128.8554,-14.9442,0.0025
12.215,1939.069,128.818,-14.9426,0.0025
12.2175,1939.391,128.7807,-14.9409,0.0025
12.22,1939.7129,128.7433,-14.9393,0.0025
12.2225,1940.0347,128.706,-14.9376,0.0025
12.225,1940.3565,128.6686,-14.9359,0.0025
12.2275,1940.6781,128.6313,-14.9343,0.0025
12.23,1940.9996,128.594,-14.9326,0.0025
12.2325,1941.321,128.5566,-14.9309,0.0025
12.235,1941.6424,128.5193,-14.9292,0.0025
12.2375,1941.9636,128.482,-14.9275,0.0025
12.24,1942.2848,128.4447,-14.9257,0.0025
12.2425,1942.6059,128.4074,-14.924,0.0025
12.245,1942.9268,128.3701,-14.9222,0.0025
12.2475,1943.2477,128.3328,-14.9204,0.0025
12.25,1943.5685,128.2955,-14.9186,0.0025
12.2525,1943.8892,128.2582,-14.9167,0.0025
12.255,1944.2098,128.2209,-14.9147,0.0025
12.2575,1944.5303,128.1836,-14.9127,0.0025
12.26,1944.8507,128.1463,-14.9107,0.0025
12.2625,1945.171,128.109,-14.9086,0.0025
12.265,1945.4913,128.0718,-14.9066,0.0025
12.2675,1945.8114,128.0345,-14.9044,0.0025
12.27,1946.1314,127.9972,-14.9023,0.0025
12.2725,1946.4514,127.96,-14.9001,0.0025
12.275,1946.7712,127.9227,-14.8979,0.0025
12.2775,1947.091,127.8855,-14.8956,0.0025
12.28,1947.4107,127.8483,-14.8933,0.0025
12.2825,1947.7302,127.811,-14.891,0.0025
12.285,1948.0497,127.7738,-14.8886,0.0025
12.2875,1948.3691,127.7366,-14.8862,0.0025
12.29,1948.6884,127.6994,-14.8838,0.0025
12.2925,1949.0076,127.6622,-14.8813,0.0025
12.295,1949.3267,127.625,-14.8787,0.0025
12.2975,1949.6457,127.5878,-14.8761,0.0025
12.3,1949.9646,127.5506,-14.8735,0.0025
12.3025,1950.2835,127.5134,-14.871,0.0025
12.305,1950.6022,127.4762,-14.8684,0.0025
12.3075,1950.9209,127.4391,-14.8658,0.0025
12.31,1951.2394,127.4019,-14.8631,0.0025
12.3125,1951.5579,127.3648,-14.8604,0.0025
12.315,1951.8762,127.3276,-14.8576,0.0025
12.3175,1952.1945,127.2905,-14.8548,0.0025
12.32,1952.5127,127.2533,-14.852,0.0025
12.3225,1952.8308,127.2162,-14.8491,0.0025
12.325,1953.1488,127.1791,-14.8461,0.0025
12.3275,1953.4667,127.142,-14.8431,0.0025
12.33,1953.7845,127.1049,-14.84,0.0025
12.3325,1954.1022,127.0678,-14.8369,0.0025
12.335,1954.4198,127.0307,-14.8338,0.0025
12.3375,1954.7373,126.9936,-14.8306,0.0025
12.34,1955.0548,126.9565,-14.8273,0.0025
12.3425,1955.3721,126.9195,-14.824,0.0025
12.345,1955.6894,126.8824,-14.8206,0.0025
12.3475,1956.0065,126.8454,-14.8172,0.0025
12.35,1956.3236,126.8083,-14.8138,0.0025
12.3525,1956.6406,126.7713,-14.81,0.0025
12.355,1956.9575,126.7343,-14.8061,0.0025
12.3575,1957.2742,126.6973,-14.8022,0.0025
12.36,1957.5909,126.6603,-14.7982,0.0025
12.3625,1957.9076,126.6233,-14.7942,0.0025
12.365,1958.2241,126.5863,-14.7901,0.0025
12.3675,1958.5405,126.5493,-14.786,0.0025
12.37,1958.8568,126.5124,-14.7819,0.0025
12.3725,1959.173,126.4754,-14.7777,0.0025
12.375,1959.4892,126.4385,-14.7735,0.0025
12.3775,1959.8052,126.4015,-14.7693,0.0025
12.38,1960.1212,126.3646,-14.765,0.0025
12.3825,1960.4371,126.3277,-14.7607,0.0025
12.385,1960.7528,126.2908,-14.7564,0.0025
12.3875,1961.0685,126.2539,-14.752,0.0025
12.39,1961.3841,126.2171,-14.7476,0.0025
12.3925,1961.6996,126.1802,-14.7432,0.0025
12.395,1962.015,126.1434,-14.7388,0.0025
12.3975,1962.3303,126.1065,-14.7343,0.0025
12.4,1962.6455,126.0697,-14.7298,0.0025
12.4025,1962.9607,126.0329,-14.7261,0.0025
12.405,1963.2757,125.996,-14.7223,0.0025
12.4075,1963.5906,125.9592,-14.7185,0.0025
12.41,1963.9055,125.9225,-14.7146,0.0025
12.4125,1964.2203,125.8857,-14.7108,0.0025
12.415,1964.5349,125.8489,-14.7069,0.0025
12.4175,1964.8495,125.8121,-14.703,0.0025
12.42,1965.164,125.7754,-14.6991,0.0025
12.4225,1965.4784,125.7386,-14.6952,0.0025
12.425,1965.7927,125.7019,-14.6912,0.0025
12.4275,1966.1069,125.6652,-14.6873,0.0025
12.43,1966.421,125.6285,-14.6833,0.0025
12.4325,1966.735,125.5918,-14.6793,0.0025
12.435,1967.049,125.5551,-14.6753,0.0025
12.4375,1967.3628,125.5184,-14.6713,0.0025
12.44,1967.6766,125.4817,-14.6673,0.0025
12.4425,1967.9902,125.4451,-14.6632,0.0025
12.445,1968.3038,125.4084,-14.6592,0.0025
12.4475,1968.6173,125.3718,-14.6551,0.0025
12.45,1968.9306,125.3351,-14.6511,0.0025
12.4525,1969.2439,125.2985,-14.6467,0.0025
12.455,1969.5571,125.2619,-14.6422,0.0025
12.4575,1969.8702,125.2253,-14.6378,0.0025
12.46,1970.1833,125.1887,-14.6334,0.0025
12.4625,1970.4962,125.1521,-14.6289,0.0025
12.465,1970.809,125.1156,-14.6245,0.0025
12.4675,1971.1218,125.079,-14.6201,0.0025
12.47,1971.4344,125.0425,-14.6157,0.0025
12.4725,1971.747,125.0059,-14.6113,0.0025
12.475,1972.0594,124.9694,-14.6069,0.0025
12.4775,1972.3718,124.9329,-14.6025,0.0025
12.48,1972.6841,124.8964,-14.5981,0.0025
12.4825,1972.9963,124.8599,-14.5937,0.0025
12.485,1973.3084,124.8234,-14.5893,0.0025
12.4875,1973.6204,124.787,-14.585,0.0025
12.49,1973.9323,124.7505,-14.5806,0.0025
12.4925,1974.2442,124.7141,-14.5763,0.0025
12.495,1974.5559,124.6776,-14.572,0.0025
12.4975,1974.8676,124.6412,-14.5677,0.0025
12.5,1975.1791,124.6048,-14.5634,0.0025
12.5025,1975.4906,124.5684,-14.5583,0.0025
12.505,1975.802,124.532,-14.5532,0.0025
12.5075,1976.1132,124.4956,-14.5482,0.0025
12.51,1976.4244,124.4592,-14.5431,0.0025
12.5125,1976.7355,124.4229,-14.5381,0.0025
12.515,1977.0466,124.3866,-14.5332,0.0025
12.5175,1977.3575,124.3502,-14.5282,0.0025
12.52,1977.6683,124.3139,-14.5233,0.0025
12.5225,1977.979,124.2776,-14.5184,0.0025
12.525,1978.2897,124.2413,-14.5136,0.0025
12.5275,1978.6003,124.205,-14.5088,0.0025
12.53,1978.9107,124.1688,-14.5041,0.0025
12.5325,1979.2211,124.1325,-14.4993,0.0025
12.535,1979.5314,124.0963,-14.4947,0.0025
12.5375,1979.8416,124.0601,-14.49,0.0025
12.54,1980.1517,124.0238,-14.4855,0.0025
12.5425,1980.4617,123.9876,-14.4809,0.0025
12.545,1980.7716,123.9514,-14.4764,0.0025
12.5475,1981.0815,123.9152,-14.472,0.0025
12.55,1981.3912,123.8791,-14.4676,0.0025
12.5525,1981.7008,123.8429,-14.4639,0.0025
12.555,1982.0104,123.8067,-14.4603,0.0025
12.5575,1982.3199,123.7706,-14.4566,0.0025
12.56,1982.6293,123.7345,-14.4531,0.0025
12.5625,1982.9386,123.6983,-14.4496,0.0025
12.565,1983.2478,123.6622,-14.4461,0.0025
12.5675,1983.5569,123.6261,-14.4427,0.0025
12.57,1983.8659,123.59,-14.4393,0.0025
12.5725,1984.1748,123.5539,-14.436,0.0025
12.575,1984.4837,123.5178,-14.4328,0.0025
12.5775,1984.7924,123.4817,-14.4295,0.0025
12.58,1985.1011,123.4457,-14.4264,0.0025
12.5825,1985.4096,123.4096,-14.4232,0.0025
12.585,1985.7181,123.3736,-14.4202,0.0025
12.5875,1986.0265,123.3375,-14.4171,0.0025
12.59,1986.3348,123.3015,-14.4142,0.0025
12.5925,1986.643,123.2654,-14.4112,0.0025
12.595,1986.9511,123.2294,-14.4083,0.0025
12.5975,1987.2592,123.1934,-14.4055,0.0025
12.6,1987.5671,123.1574,-14.4027,0.0025
12.6025,1987.8749,123.1214,-14.3998,0.0025
12.605,1988.1827,123.0854,-14.3969,0.0025
12.6075,1988.4904,123.0494,-14.3941,0.0025
12.61,1988.7979,123.0134,-14.3914,0.0025
12.6125,1989.1054,122.9774,-14.3886,0.0025
12.615,1989.4128,122.9415,-14.386,0.0025
12.6175,1989.7201,122.9055,-14.3833,0.0025
12.62,1990.0274,122.8696,-14.3807,0.0025
12.6225,1990.3345,122.8336,-14.3782,0.0025
12.625,1990.6415,122.7977,-14.3757,0.0025
12.6275,1990.9485,122.7617,-14.3732,0.0025
12.63,1991.2553,122.7258,-14.3708,0.0025
12.6325,1991.5621,122.6899,-14.3685,0.0025
12.635,1991.8688,122.654,-14.3661,0.0025
12.6375,1992.1754,122.618,-14.3638,0.0025
12.64,1992.4819,122.5821,-14.3616,0.0025
12.6425,1992.7883,122.5462,-14.3594,0.0025
12.645,1993.0946,122.5103,-14.3572,0.0025
12.6475,1993.4008,122.4745,-14.3551,0.0025
12.65,1993.707,122.4386,-14.353,0.0025
12.6525,1994.013,122.4027,-14.3506,0.0025
12.655,1994.319,122.3668,-14.3483,0.0025
12.6575,1994.6249,122.3309,-14.346,0.0025
12.66,1994.9307,122.2951,-14.3438,0.0025
12.6625,1995.2363,122.2592,-14.3416,0.0025
12.665,1995.5419,122.2234,-14.3394,0.0025
12.6675,1995.8475,122.1875,-14.3373,0.0025
12.67,1996.1529,122.1517,-14.3352,0.0025
12.6725,1996.4582,122.1159,-14.3331,0.0025
12.675,1996.7635,122.08,-14.3311,0.0025
12.6775,1997.0686,122.0442,-14.329,0.0025
12.68,1997.3737,122.0084,-14.3271,0.0025
12.6825,1997.6787,121.9726,-14.3251,0.0025
12.685,1997.9835,121.9368,-14.3232,0.0025
12.6875,1998.2883,121.901,-14.3213,0.0025
12.69,1998.5931,121.8652,-14.3194,0.0025
12.6925,1998.8977,121.8294,-14.3175,0.0025
12.695,1999.2022,121.7936,-14.3157,0.0025
12.6975,1999.5066,121.7578,-14.3139,0.0025
12.7,1999.811,121.722,-14.3121,0.0025
12.7025,2000.1152,121.6862,-14.3107,0.0025
12.705,2000.4194,121.6504,-14.3094,0.0025
12.7075,2000.7235,121.6147,-14.308,0.0025
12.71,2001.0275,121.5789,-14.3067,0.0025
12.7125,2001.3314,121.5431,-14.3054,0.0025
12.715,2001.6352,121.5074,-14.3041,0.0025
12.7175,2001.9389,121.4716,-14.3029,0.0025
12.72,2002.2426,121.4359,-14.3016,0.0025
12.7225,2002.5461,121.4001,-14.3004,0.0025
12.725,2002.8496,121.3644,-14.2991,0.0025
12.7275,2003.1529,121.3286,-14.2979,0.0025
12.73,2003.4562,121.2929,-14.2966,0.0025
12.7325,2003.7594,121.2571,-14.2954,0.0025
12.735,2004.0625,121.2214,-14.2942,0.0025
12.7375,2004.3655,121.1857,-14.2929,0.0025
12.74,2004.6684,121.1499,-14.2917,0.0025
12.7425,2004.9713,121.1142,-14.2905,0.0025
12.745,2005.274,121.0785,-14.2892,0.0025
12.7475,2005.5766,121.0428,-14.288,0.0025
12.75,2005.8792,121.007,-14.2868,0.0025
12.7525,2006.1817,120.9713,-14.2856,0.0025
12.755,2006.4841,120.9356,-14.2844,0.0025
12.7575,2006.7864,120.8999,-14.2832,0.0025
12.76,2007.0886,120.8642,-14.2819,0.0025
12.7625,2007.3907,120.8285,-14.2807,0.0025
12.765,2007.6927,120.7928,-14.2795,0.0025
12.7675,2007.9946,120.7571,-14.2782,0.0025
12.77,2008.2965,120.7214,-14.2769,0.0025
12.7725,2008.5983,120.6857,-14.2756,0.0025
12.775,2008.8999,120.65,-14.2743,0.0025
12.7775,2009.2015,120.6143,-14.2729,0.0025
12.78,2009.503,120.5787,-14.2716,0.0025
12.7825,2009.8044,120.543,-14.2702,0.0025
12.785,2010.1057,120.5073,-14.2687,0.0025
12.7875,2010.4069,120.4716,-14.2673,0.0025
12.79,2010.7081,120.436,-14.2658,0.0025
12.7925,2011.0091,120.4003,-14.2643,0.0025
12.795,2011.3101,120.3646,-14.2627,0.0025
12.7975,2011.6109,120.329,-14.2611,0.0025
12.8,2011.9117,120.2933,-14.2595,0.0025
12.8025,2012.2124,120.2577,-14.2583,0.0025
12.805,2012.513,120.222,-14.257,0.0025
12.8075,2012.8135,120.1864,-14.2557,0.0025
12.81,2013.1139,120.1508,-14.2544,0.0025
12.8125,2013.4143,120.1151,-14.253,0.0025
12.815,2013.7145,120.0795,-14.2516,0.0025
12.8175,2014.0147,120.0439,-14.2501,0.0025
12.82,2014.3147,120.0083,-14.2486,0.0025
12.8225,2014.6147,119.9726,-14.247,0.0025
12.825,2014.9146,119.937,-14.2454,0.0025
12.8275,2015.2144,119.9014,-14.2437,0.0025
12.83,2015.5141,119.8658,-14.242,0.0025
12.8325,2015.8137,119.8302,-14.2402,0.0025
12.835,2016.1132,119.7946,-14.2384,0.0025
12.8375,2016.4127,119.759,-14.2365,0.0025
12.84,2016.712,119.7234,-14.2346,0.0025
12.8425,2017.0113,119.6878,-14.2326,0.0025
12.845,2017.3105,119.6523,-14.2306,0.0025
12.8475,2017.6096,119.6167,-14.2285,0.0025
12.85,2017.9086,119.5811,-14.2263,0.0025
12.8525,2018.2075,119.5455,-14.2231,0.0025
12.855,2018.5063,119.51,-14.2199,0.0025
12.8575,2018.805,119.4744,-14.2166,0.0025
12.86,2019.1037,119.4389,-14.2133,0.0025
12.8625,2019.4022,119.4034,-14.2099,0.0025
12.865,2019.7007,119.3679,-14.2065,0.0025
12.8675,2019.9991,119.3323,-14.203,0.0025
12.87,2020.2973,119.2968,-14.1995,0.0025
12.8725,2020.5955,119.2614,-14.1959,0.0025
12.875,2020.8937,119.2259,-14.1923,0.0025
12.8775,2021.1917,119.1904,-14.1886,0.0025
12.88,2021.4896,119.1549,-14.1849,0.0025
12.8825,2021.7874,119.1195,-14.1811,0.0025
12.885,2022.0852,119.084,-14.1773,0.0025
12.8875,2022.3829,119.0486,-14.1734,0.0025
12.89,2022.6804,119.0132,-14.1695,0.0025
12.8925,2022.9779,118.9777,-14.1656,0.0025
12.895,2023.2753,118.9423,-14.1616,0.0025
12.8975,2023.5726,118.9069,-14.1576,0.0025
12.9,2023.8699,118.8715,-14.1535,0.0025
12.9025,2024.167,118.8362,-14.1498,0.0025
12.905,2024.464,118.8008,-14.1461,0.0025
12.9075,2024.761,118.7654,-14.1423,0.0025
12.91,2025.0579,118.7301,-14.1385,0.0025
12.9125,2025.3547,118.6947,-14.1347,0.0025
12.915,2025.6513,118.6594,-14.1308,0.0025
12.9175,2025.948,118.6241,-14.127,0.0025
12.92,2026.2445,118.5888,-14.123,0.0025
12.9225,2026.5409,118.5535,-14.1191,0.0025
12.925,2026.8372,118.5182,-14.1151,0.0025
12.9275,2027.1335,118.4829,-14.1111,0.0025
12.93,2027.4297,118.4476,-14.1071,0.0025
12.9325,2027.7257,118.4124,-14.1031,0.0025
12.935,2028.0217,118.3771,-14.099,0.0025
12.9375,2028.3176,118.3419,-14.0949,0.0025
12.94,2028.6134,118.3066,-14.0908,0.0025
12.9425,2028.9091,118.2714,-14.0867,0.0025
12.945,2029.2048,118.2362,-14.0825,0.0025
12.9475,2029.5003,118.201,-14.0784,0.0025
12.95,2029.7958,118.1658,-14.0742,0.0025
12.9525,2030.0912,118.1306,-14.0701,0.0025
12.955,2030.3864,118.0954,-14.0659,0.0025
12.9575,2030.6816,118.0603,-14.0618,0.0025
12.96,2030.9767,118.0251,-14.0576,0.0025
12.9625,2031.2718,117.99,-14.0535,0.0025
12.965,2031.5667,117.9549,-14.0493,0.0025
12.9675,2031.8615,117.9198,-14.0451,0.0025
12.97,2032.1563,117.8846,-14.0409,0.0025
12.9725,2032.451,117.8496,-14.0367,0.0025
12.975,2032.7455,117.8145,-14.0325,0.0025
12.9775,2033.04,117.7794,-14.0284,0.0025
12.98,2033.3344,117.7443,-14.0242,0.0025
12.9825,2033.6287,117.7093,-14.02,0.0025
12.985,2033.923,117.6742,-14.0158,0.0025
12.9875,2034.2171,117.6392,-14.0117,0.0025
12.99,2034.5112,117.6042,-14.0075,0.0025
12.9925,2034.8051,117.5692,-14.0034,0.0025
12.995,2035.099,117.5341,-13.9992,0.0025
12.9975,2035.3928,117.4992,-13.9951,0.0025
13,2035.6865,117.4642,-13.991,0.0025
13.0025,2035.9801,117.4292,-13.9864,0.0025
13.005,2036.2737,117.3942,-13.9819,0.0025
13.0075,2036.5671,117.3593,-13.9773,0.0025
13.01,2036.8605,117.3244,-13.9728,0.0025
13.0125,2037.1537,117.2894,-13.9683,0.0025
13.015,2037.4469,117.2545,-13.9638,0.0025
13.0175,2037.74,117.2196,-13.9593,0.0025
13.02,2038.033,117.1847,-13.9549,0.0025
13.0225,2038.3259,117.1498,-13.9505,0.0025
13.025,2038.6188,117.115,-13.9461,0.0025
13.0275,2038.9115,117.0801,-13.9417,0.0025
13.03,2039.2042,117.0453,-13.9374,0.0025
13.0325,2039.4967,117.0104,-13.9331,0.0025
13.035,2039.7892,116.9756,-13.9288,0.0025
13.0375,2040.0816,116.9408,-13.9246,0.0025
13.04,2040.3739,116.906,-13.9204,0.0025
13.0425,2040.6661,116.8712,-13.9162,0.0025
13.045,2040.9583,116.8364,-13.9121,0.0025
13.0475,2041.2503,116.8016,-13.908,0.0025
13.05,2041.5423,116.7668,-13.9039,0.0025
13.0525,2041.8341,116.7321,-13.8994,0.0025
13.055,2042.1259,116.6973,-13.895,0.0025
13.0575,2042.4176,116.6626,-13.8906,0.0025
13.06,2042.7092,116.6279,-13.8862,0.0025
13.0625,2043.0008,116.5932,-13.8819,0.0025
13.065,2043.2922,116.5585,-13.8776,0.0025
13.0675,2043.5836,116.5238,-13.8734,0.0025
13.07,2043.8748,116.4891,-13.8692,0.0025
13.0725,2044.166,116.4544,-13.8651,0.0025
13.075,2044.4571,116.4198,-13.861,0.0025
13.0775,2044.7481,116.3851,-13.857,0.0025
13.08,2045.039,116.3505,-13.853,0.0025
13.0825,2045.3299,116.3159,-13.8491,0.0025
13.085,2045.6206,116.2813,-13.8452,0.0025
13.0875,2045.9113,116.2467,-13.8414,0.0025
13.09,2046.2018,116.2121,-13.8376,0.0025
13.0925,2046.4923,116.1775,-13.8339,0.0025
13.095,2046.7827,116.1429,-13.8302,0.0025
13.0975,2047.073,116.1083,-13.8266,0.0025
13.1,2047.3633,116.0738,-13.8231,0.0025
13.1025,2047.6534,116.0392,-13.8211,0.0025
13.105,2047.9435,116.0046,-13.8192,0.0025
13.1075,2048.2334,115.9701,-13.8174,0.0025
13.11,2048.5233,115.9356,-13.8156,0.0025
13.1125,2048.8131,115.901,-13.8138,0.0025
13.115,2049.1028,115.8665,-13.8121,0.0025
13.1175,2049.3924,115.832,-13.8105,0.0025
13.12,2049.682,115.7974,-13.8089,0.0025
13.1225,2049.9714,115.7629,-13.8073,0.0025
13.125,2050.2608,115.7284,-13.8058,0.0025
13.1275,2050.5501,115.6939,-13.8043,0.0025
13.13,2050.8393,115.6594,-13.8029,0.0025
13.1325,2051.1284,115.6249,-13.8015,0.0025
13.135,2051.4174,115.5904,-13.8001,0.0025
13.1375,2051.7063,115.5559,-13.7988,0.0025
13.14,2051.9952,115.5214,-13.7976,0.0025
13.1425,2052.2839,115.4869,-13.7963,0.0025
13.145,2052.5726,115.4524,-13.7951,0.0025
13.1475,2052.8612,115.4179,-13.7939,0.0025
13.15,2053.1497,115.3834,-13.7928,0.0025
13.1525,2053.4381,115.3489,-13.7909,0.0025
13.155,2053.7264,115.3145,-13.789,0.0025
13.1575,2054.0147,115.28,-13.7872,0.0025
13.16,2054.3028,115.2455,-13.7854,0.0025
13.1625,2054.5909,115.2111,-13.7836,0.0025
13.165,2054.8789,115.1766,-13.7818,0.0025
13.1675,2055.1668,115.1422,-13.7801,0.0025
13.17,2055.4546,115.1077,-13.7784,0.0025
13.1725,2055.7423,115.0733,-13.7768,0.0025
13.175,2056.03,115.0388,-13.7751,0.0025
13.1775,2056.3175,115.0044,-13.7735,0.0025
13.18,2056.605,114.97,-13.7719,0.0025
13.1825,2056.8924,114.9355,-13.7704,0.0025
13.185,2057.1797,114.9011,-13.7688,0.0025
13.1875,2057.4669,114.8667,-13.7673,0.0025
13.19,2057.754,114.8323,-13.7658,0.0025
13.1925,2058.041,114.7979,-13.7644,0.0025
13.195,2058.328,114.7635,-13.7629,0.0025
13.1975,2058.6149,114.729,-13.7615,0.0025
13.2,2058.9016,114.6946,-13.7601,0.0025
13.2025,2059.1883,114.6602,-13.7588,0.0025
13.205,2059.4749,114.6259,-13.7576,0.0025
13.2075,2059.7615,114.5915,-13.7563,0.0025
13.21,2060.0479,114.5571,-13.7551,0.0025
13.2125,2060.3342,114.5227,-13.7539,0.0025
13.215,2060.6205,114.4883,-13.7527,0.0025
13.2175,2060.9067,114.4539,-13.7515,0.0025
13.22,2061.1928,114.4195,-13.7503,0.0025
13.2225,2061.4788,114.3852,-13.7492,0.0025
13.225,2061.7647,114.3508,-13.748,0.0025
13.2275,2062.0505,114.3164,-13.7469,0.0025
13.23,2062.3363,114.2821,-13.7457,0.0025
13.2325,2062.622,114.2477,-13.7446,0.0025
13.235,2062.9075,114.2133,-13.7434,0.0025
13.2375,2063.193,114.179,-13.7423,0.0025
13.24,2063.4784,114.1446,-13.7412,0.0025
13.2425,2063.7637,114.1103,-13.7401,0.0025
13.245,2064.049,114.0759,-13.7389,0.0025
13.2475,2064.3341,114.0416,-13.7378,0.0025
13.25,2064.6192,114.0072,-13.7367,0.0025
13.2525,2064.9042,113.9729,-13.7367,0.0025
13.255,2065.189,113.9386,-13.7367,0.0025
13.2575,2065.4738,113.9042,-13.7367,0.0025
